Last name,First name,MI/name,Regiment,Company,Place of birth,Enlistment date,Enlistment location,Residence,Age,Occupation,Marital status,Complexion,Wounded,Died in service,Muster out date,Sign name,Substitue,Substitute for,Box,Folder,Notes
Lee,James,,29,,Canada,4/7/1864,Norwich,,19,Farmer,,Colored,,,,false,false,,1,10,
Lee,John,,29,,Virginia,8/19/1864,New Haven,,25,Plasterer,,Black,,,,false,false,Joel E. Ford of Middletown,1,10,
Lee,Sylvester,,29,E.,"New York, New York",12/18/1863,New Haven,North Canaan,19,Farmer,,Black,,,,true,false,,1,10,
Lee,William,,30,D.,Pennsylvania,2/15/1864,Bridgeport,,19,Baker,Single,Black,,,,false,false,,1,10,
Lee,William,H.,30,D.,"Hagerstown, Maryland",2/3/1864,New London,,35,Farmer,,Black,,,,false,false,,1,10,
Leonard,Ellery,B.,30,D.,New York,1/28/1864,Bridgeport,,18,Farmer,Single,Black,,,,true,false,,1,10,
Lepyon,John,,29,F.,"Litchfield, Connecticut",12/2/1863,Cornwall,Cornwall,20,Farmer,,Black,,,,true,false,,1,10,
Lewis,Charles,,31,K.,North Carolina,12/20/1864,Hartford,,24,Shoemaker,,Black,,,,true,true,Lester S. Hills o Hartford,1,10,
Lewis,George,C.,29,C.,"Redding, Pennsylvania",12/4/1863,Hartford,Suffield,21,Boatman,Unmarried,Black,,,,true,false,,1,10,
Lewis,George,M.,29,,West Indies,12/5/1864,Hartford,Suffield,24,Sailor,Unmarried,Black,,,,true,false,,1,10,
Lewis,Gowen,,29,,"Fredricksburg, Virginia",6/27/1864,New Haven,Orange,21,Farmer,,Black,,,,false,false,,1,10,
Lewis,James,,29,,Rhode Island,12/17/1864,Hartford,Southington,23,Seaman,Unmarried,Black,,,,false,false,,1,10,
Lewis,Oliver,H.,29,K.,"Montville, Connecticut",1/4/1864,Norwich,,36,Farmer,,Colored,,,,false,false,,1,10,
Lewis,Thomas,,29,G.,Kentucky,12/26/1863,New Haven,Old Saybrook,38,Brick Layer,,Black,,,,false,false,,1,10,
Lightfoot,John,,30,D.,Virginia,2/9/1864,Hartford,Wethersfield,24,Farmer,Unmarried,Black,,,,false,false,,1,10,
Limoson,Enos,,29,G.,"Hanover, New Jersey",12/26/1863,Bridgeport,,25,Laborer,Married,Black,,,,false,false,,1,10,
Lepprian,Harvey,,29,B.,"Litchfield, Connecticut",12/7/1863,Bridgeport,,41,Laborer,Married,Black,,,,true,false,,1,10,
Livingston,Chauncey,C.,30,C.,New York,1/25/1864,New Haven,Guilford,27,Porter,,Black,,,,true,false,,1,10,
Livingston,George,F.,29,A.,"Farmington, Connecticut",11/24/1863,New Haven,New Haven,43,Waiter,,Black,,,,true,false,,1,10,
Lodigo,Juan,,31,,China,12/3/1864,New Haven,,38,Laborer,,Black,,,,false,true,Edward M. Pratt of Essex,1,10,
Lewis,Marcus,,29,I.,"Thompson, Connecticut",1/5/1864,Norwich,,18,Farmer,,Colored,,,,true,false,,1,10,
Lewis,Stephen,,29,I.,"Burrillville, Rhode Island",1/5/1864,Norwich,,43,Laborer,,Colored,,,,true,false,,1,10,
Logan,William,H.,29,E.,"New York, New York",12/22/1863,Bridgeport,,44,Farmer,Married,Black,,,,true,false,,1,10,
Lockwood,John,C.,29,B.,"Mt. Pleasant, New York",12/8/1863,New Haven,Stafford,30,Farmer,Married,Black,,,,false,false,,1,10,
Long,Spencer,,29,,Virginia,11/5/1864,Hartford,Stafford,24,Farmer,Unmarried,Black,,,,false,false,,1,10,
Loper,Joseph,,29,K.,"Newark, Delaware",1/7/1864,New Haven,Durham,21,Farmer,,Black,,,,false,false,,1,10,
Lopez,John,,30,D.,Spain,2/3/1864,Norwich,,25,Sailor,,Colored,,,,false,false,,1,10,
Lorgins,John,L.,29,,"Princes George's County, Maryland",6/27/1864,New Haven,,23,Farmer,,Black,,,,false,false,,1,10,
Lorretta,Charles,,30,F.,West Indies,3/15/1864,Bridgeport,,22,Laborer,Married,Black,,,,false,false,,1,10,
Loudon,Horace,N.,29,A.,"Milford, Connecticut",11/18/1863,New Haven,New Haven,29,Shoe maker,,Black,,,,true,false,,1,10,
Long,William,,31,K.,"Jamaica, West Indies",12/28/1864,New Haven,,30,Seaman,,Black,,,,false,true,Frederick C. Sum of New Haven,1,10,
Lucas,Anthony,,29,,"Franklin County, Pennsylvania",12/16/1863,Norwich,,24,Farmer,,Colored,,,,false,false,,1,10,
Lucien,John,,29,,France,8/16/1864,New Haven,,22,Cook,,Black,,,,false,true,Edward B. Platt of Waterbury,1,10,
Luckett,David,,30,D.,"Charolette, North Carolina",2/22/1864,New Haven,Seymour,24,Laborer,,Black,,,,false,false,,1,10,
Lyons,Samuel,,29,H.,Ohio,12/30/1863,Bridgeport,,22,Laborer,Married,Black,,,,false,false,,1,10,
MacIntosh,Alfred,,29,E.,"Kingston, Canada West",12/19/1863,Hartford,Suffield,18,Porter,Unmarried,Black,,,,true,false,,1,11,
Mack,George,W.,30,C.,"Windham, Connecticut",1/13/1864,New Haven,,37,Farmer,,Dark,,,,false,false,,1,11,
Madison,James,M.,29,I.,"Valparaiso, Peru",1/5/1864,New Haven,Wallingford,45,Farmer,,Dark,,,,true,false,,1,11,
Madison,James,N.,29,C.,"Springfield, Massachusetts",12/15/1863,Hartford,Wethersfield,21,Farmer,Unmarried,Black,,,,false,false,,1,11,
Magaira,Charles,,29,E.,"Hartford, Connecticut",12/23/1863,Hartford,Hartford,18,Hostler,Unmarried,Black,,,,false,false,,1,11,
Majors,George,A.,29,H.,"Darien, Connecticut",12/31/1863,New Haven,Darien,19,Waiter,,Dark,,,,true,false,,1,11,
Maber,Joseph,A.,30,,"Washington, D.C.",3/14/1864,Hartford,Hartford,26,Driver,Unmarried,Black,,,,false,false,,1,11,
Mann,Ganalvin,,29,B.,Pennsylvania,12/9/1863,Norwich,,18,Laborer,,Colored,,,,false,false,,1,11,Man
Mannliff,Robert,,29,G.,Delaware,12/24/1863,New Haven,Norwalk,45,Farmer,,Black,,,,false,false,,1,11,
Man,William,R.,30,D.,"New Haven, Connecticut",2/15/1864,Hartford,Vernon,34,Barber,Unmarried,Black,,,,true,false,,1,11,
Manning,Henry,,31,K.,Martinique,12/10/1864,Hartford,,24,Cook,,Black,,,,false,true,Lucious S. Holmes,1,11,
Mansfield,William,B.,30,B.,"Annapolis, Maryland",1/13/1864,New Haven,East Haven,22,Waiter,,Black,,,,true,false,,1,11,
Marshall,Audrey,,30,D.,"Memphis, Tennessee",2/5/1864,Bridgeport,,21,Laborer,Single,Black,,,,false,false,,1,11,
Marshall,John,,29,C.,"Washington, D.C.",12/2/1863,Hartford,Canton,21,Farmer,Unmarried,Black,,,,false,false,,1,11,
Martin,Antoni,,30,,France,3/16/1864,New Haven,Portland,28,Sailor,Single,Black,,,,true,false,,1,11,
Martin,William,,29,A.,"Newbern, North Carolina",11/18/1863,New Haven,New Haven,21,Carriage smith,,Black,,,,true,false,,1,11,
Marts,Thomas,,30,D.,Portugal,2/9/1864,Bridgeport,,32,Laborer,Single,Black,,,,false,false,,1,11,
Maser,Marion,,30,D.,St. Helena,2/3/1864,Norwich,,24,Sailor,,Colored,,,,false,false,,1,11,
Mason,Charles,,29,H.,"Hartford, Connecticut",12/31/1863,New Haven,Branford,21,Sailor,,Black,,,,false,false,,1,11,
Mason,John,,29,G.,Maryland,12/26/1863,New Haven,New London,24,Farmer,,Black,,,,false,false,,1,11,
Mason,Joseph,,29,,Connecticut,8/13/1864,Norwich,,18,Laborer,,Colored,,,,true,true,John Comstock of East Lyme,1,11,
Mason,William,S.,31,K.,Canada,11/28/1864,Hartford,,19,Farmer,,Black,,,,false,true,George H. Griswold of Madison,1,11,
Matthews,Henry,,29,,Florida,11/11/1864,Hartford,Canton,21,Laborer,Unmarried,Black,,,,false,false,,1,11,
Maticer,Benjamin,H.,29,C.,"Warwick, New York",12/14/1863,Bridgeport,,33,Farmer,Married,Black,,,,true,false,,1,11,
Matson,George,,29,K.,"East Haddam, Connecticut",12/4/1863,Norwich,,27,Seaman,,Colored,,,,false,false,,1,11,
Matson,John,L.,29,F.,"Sharon, Connecticut",12/3/1863,Cornwall,,37,Farmer,,Black,,,,false,false,,1,11,"Watson, John L."
May,Andrew,,30,D.,"Shelby County, Kentucky",3/28/1864,New Haven,Chester,22,Hostler,,Black,,,,false,false,,1,11,
May,George,H.,29,F.,"Washington, New York",8/11/1863,New Haven,,29,Farmer,,Black,,,,true,false,,1,11,
McCall,Gideon,,30,C.,"Philadelphia, Pennsylvania",1/25/1864,Norwich,,36,Laborer,,Colored,,,,true,false,,1,11,
McCoy,George,,29,,Massachusetts,12/16/1863,New Haven,Clinton,38,Waiter,,Black,,,,false,false,,1,11,
McIntosh,John,,30,F.,Virginia,3/31/1864,Bridgeport,,21,Laborer,Single,Black,,,,false,false,,1,11,
McKeny,Henry,,29,,New York,2/28/1865,Norwich,,35,Sailor,Single,Colored,,,,false,false,,1,11,
Mead,William,,29,E.,"Greenwich, Connecticut",12/19/1863,Bridgeport,,32,Laborer,Married,Black,,,,false,false,,1,11,
Mellon,John,,30,,"Cornwall, Pennsylvania",1/13/1864,New Haven,Hartford,20,Sailor,Married,Black,,,,true,false,,1,11,
Melton,Brinton,,29,E.,New York,12/21/1863,New Haven,Norwalk,20,Farmer,,Black,,,,false,false,,1,11,
Merchant,Abram,,29,C.,"Colchester, Connecticut",12/10/1863,Hartford,Wethersfield,30,Farmer,Unmarried,Black,,,,false,false,,1,11,
Merrit,Alfred,,29,I.,"White Plains, New York",1/4/1864,New Haven,Killingworth,21,Farmer,,Black,,,,true,false,,1,11,
Merrit,Isaac,,29,F.,"Harrison, New York",12/15/1863,Greenwich,Greenwich,41,Laborer,Married,Mulatto,,,,false,false,,1,11,
Merrit,Jackson,H.,29,H.,"Reading, Pennsylvania",1/8/1864,New Haven,Groton,20,Boatman,,Black,,,,true,false,,1,11,
Merrit,Whitman,,29,E.,"Greenwich, Connecticut",12/21/1863,Bridgeport,,20,Laborer,Single,Black,,,,false,false,,1,11,
Merton,Richard,,30,D.,"Toronto, Canada West",2/11/1864,Hartford,Stafford,18,Cook,Unmarried,Black,,,,true,false,,1,11,
Manus,Simon,,29,I.,"Wallace, North Carolina",1/1/1864,Hartford,Farmington,32,Laborer,Single,Black,,,,false,false,,1,11,
Mickle,James,,29,G.,"Kinderhook, New York",12/24/1863,Hartford,Bloomfield,26,Farmer,Unmarried,Black,,,,false,false,,1,11,
Milburn,Daniel,,29,G.,"Philadelphia, Pennsylvania",12/28/1863,Norwich,,24,Barber,,Colored,,,,false,false,,1,11,
Miles,John,J.,29,A.,"Long Island, New York",12/2/1863,New Haven,,29,Boatman,,Black,,,,true,false,,1,11,
Miles,Louis,,30,F.,"Richmond, Virginia",3/28/1864,New Haven,Chester,26,Farmer,,Black,,,,false,false,,1,11,
Miller,Hutchinson,,29,H.,"Chester County, Pennsylvania",1/2/1864,New Haven,New Haven,38,Farmer,,Black,,,,true,false,,1,11,
Miller,John,,30,D.,"Albany, New York",1/28/1864,Bridgeport,,23,Farmer,Single,Black,,,,true,false,,1,11,
Miller,Richard,,30,F.,"Culpepper, Virginia",3/19/1864,Hartford,Windsor,40,Teamster,Unmarried,Black,,,,false,false,,1,11,
Miller,Robert,,29,,"Philadelphia, Pennsylvania",1/2/1864,Norwich,,22,Farmer,,Colored,,,,false,false,,1,11,
Miller,Titus,,29,E.,New York,12/17/1863,Hartford,East Hartford,42,Farmer,Married,Black,,,,false,false,,1,11,
Miller,William,E.,29,E.,"New Haven, Connecticut",12/21/1863,Bridgeport,,21,Seaman,Single,Black,,,,false,false,,1,11,
Mellicks,George,,29,B.,"Buffalo, New York",12/2/1863,New Haven,,24,Waiter,,Black,,,,false,false,,1,11,
Mills,George,,29,,"Cincinnati, Ohio",11/1/1864,Norwich,Waterford,20,Waiter,Single,Colored,,,,false,false,,1,11,
Mills,Floyd,T.,29,G.,"Greenwich, Connecticut",12/28/1863,Bridgeport,,44,Laborer,Married,Black,,,,true,false,,1,11,
Mills,Henry,R.,29,F.,"Mills Point, New York",12/19/1863,New Haven,Waterford,19,Boatman,,Black,,,,false,false,,1,11,
Mills,William,O.,29,A.,"Norwich, Connecticut",12/5/1863,New Haven,Norwich,19,Farmer,Unmarried,Black,,,,true,false,,1,11,
Miul,James,,29,,"Smyrna, Delaware",12/16/1863,New Haven,Fairfield,26,Farmer,,Black,,,,false,false,,1,11,Muil or Mirl
Mitchell,Henry,,29,C.,Maryland,12/14/1863,New Haven,Waterbury,41,Farmer,,Black,,,,true,false,,1,11,
Mitchell,John,,30,C.,"Cumberland, Maryland",2/6/1864,New Haven,Durham,34,Cook,,Black,,,,true,false,,1,11,
Mitchell,Robert,,29,B.,Connecticut,1/4/1864,Bridgeport,,22,Laborer,Married,Black,,,,false,false,,1,11,
Mitchell,William,,30,B.,"Westchester, New York",1/14/1864,Hartford,,22,Sailor,Unmarried,Black,,,,true,false,,1,11,
Mitchell,William,H.,29,B.,"Poughkeepsie, New York",11/30/1863,New Haven,,22,Farmer,,Black,,,,false,false,,1,11,
Monroe,Charles,H.,29,H.,"Lebanon, Connecticut",1/2/1864,Norwich,,40,Farmer,,Colored,,,,true,false,,1,11,
Montes,John,,30,C.,South America,1/22/1864,New Haven,Waterbury,26,Cook,,Black,,,,false,false,,1,11,
Montgomery,James,H.,29,,"Orange County, New York",11/23/1863,New Haven,,21,Coachman,,Black,,,,true,false,,1,11,
Moody,Blank,,30,,"Louisville, Kentucky",3/28/1864,New Haven,Chester,19,Farmer,,Black,,,,false,false,,1,11,
Moore,Charles,,30,,"Collinsville, Ohio",3/31/1864,Hartford,Vernon,21,Barber,Married,Black,,,,true,false,,1,11,
Moore,Charles,,29,E.,"Greenwich, Connecticut",12/19/1863,Bridgeport,,38,Laborer,Married,Black,,,,false,false,,1,11,
Moore,Midget,,29,,North Carolina,7/23/1864,Hartford,,18,Teamster,,Black,,,,false,true,Stephen D. Arnold of New Britain,1,11,
Moore,Moses,,29,I.,"New Brunswick, New Jersey",12/22/1863,New Haven,Watertown,26,Farmer,,Black,,,,false,false,,1,11,
Moore,James,,29,H.,"Baltimore, Maryland",12/30/1863,Hartford,Tolland,27,Laborer,Unmarried,Black,,,,false,false,,1,11,
Morgan,Frank,,29,B.,"Hebron, Connecticut",11/24/1863,Hartford,Hebron,24,Farmer,Unmarried,Black,,,,true,false,,1,11,
Morgan,Joseph,,30,D.,Maryland,4/2/1864,Bridgeport,,22,Laborer,,Black,,,,false,false,,1,11,
Morrison,William,E.,29,I.,"New Milford, Connecticut",1/5/1864,Hartford,Berlin,20,Waiter,Unmarried,Black,,,,true,false,,1,11,
Morisey,Charles,,30,D.,"New Orleans, Louisiana",2/10/1864,Hartford,Glastonbury,23,Mason,Married,Black,,,,true,false,,1,11,
Moore,Frederick,S.,29,G.,"Newbern, North Carolina",1/4/1864,New Haven,,41,Laborer,,Black,,,,false,false,,1,11,
Morris,Isaiah,,29,,"St. Michaels, Maryland",1/11/1864,Norwich,,18,Farmer,,Colored,,,,false,false,,1,11,
Morris,Henry,,29,E.,"Patterson, New Jersey",12/18/1863,Bridgeport,,31,Laborer,Single,Black,,,,false,false,,1,11,
Morris,James,,29,,"Matamoros, Texas",6/3/1864,New Haven,Middletown,21,Hostler,,Black,,,,false,false,,1,11,
Morris,Henry,,29,,Virginia,10/24/1864,Norwich,,21,Laborer,,Black,,,,false,false,,1,11,
Morris,William,H.,29,I.,"Newark, Delaware",1/2/1864,New Haven,Branford,20,Farmer,,Black,,,,false,false,,1,11,
Mortimer,Charles,,29,G.,Virginia,3/1/1864,Hartford,Hartford,19,Cook,Unmarried,Black,,,,true,false,,1,11,
Morton,Isaac,,29,B.,Maryland,2/24/1864,Bridgeport,,21,Farmer,Single,Black,,,,false,false,,1,11,
Mosley,Alfred,L.,29,,"Portland, Connecticut",8/9/1864,New Haven,Portland,20,Farmer,,Black,,,,false,false,,1,11,
Moulton,George,,30,C.,"Louisville, Kentucky",1/25/1864,New Haven,East Haddam,23,Farmer,,Black,,,,false,false,,1,11,
Mullahan,Edward,,29,I.,"New York, New York",1/5/1864,New Haven,East Haddam,22,Laborer,,Black,,,,false,false,,1,11,
Mumford,Henry,,29,B.,"Griswold, Connecticut",12/4/1863,Norwich,,25,Seaman,,Colored,,,,true,false,,1,11,
Monroe,Joel,,29,,Canada,9/26/1864,New Haven,Middletown,34,Farmer,,Black,,,,true,false,,1,11,Munroe
Monroe,Nicholas,,30,D.,Maryland,7/11/1864,Bridgeport,,21,Laborer,Single,Black,,,,false,false,,1,11,
Mullen,Christopher,,30,C.,Delaware,1/15/1864,Hartford,Hartford,23,Farmer,Unmarried,Black,,,,false,false,,1,11,
Murphy,Joseph,,30,F.,"Spencer County, Kentucky",3/28/1864,New Haven,Chatham,32,Farmer,,Black,,,,false,false,,1,11,
Murray,Charles,,29,C.,"Hartford, Connecticut",1/8/1864,Hartford,Hartford,21,Farmer,Unmarried,Black,,,,true,false,,1,11,
Roberts,James,,29,K.,"Wilmington, Delaware",1/2/1864,Norwich,,27,Boatman,,Colored,,,,false,false,,2,3,
Murray,John,F.,30,C.,"Hardwick, Massachusetts",11/30/1863,Hartford,Hartford,44,Cook,Married,Black,,,,false,false,,1,11,
Murray,William,,30,B.,"West Chester, Pennsylvania",1/4/1864,New Haven,,42,Sailor,,Black,,,,false,false,,1,11,
Musharue,Henry,,29,,Pennsylvania,8/26/1864,Norwich,,26,Laborer,,Colored,,,,false,true,Charles O. Bliss of Norwich,1,11,
Myers,David,,29,I.,"Baltimore, Maryland",1/2/1864,New Haven,Prospect,21,Stevedore,,Black,,,,false,false,,1,11,
Myers,James,A.,29,K.,Canada,1/9/1864,Hartford,Hartford,38,Butcher,Married,Black,,,,true,false,,1,11,
Myers,Joseph,J.,29,,"Kent County, Maryland",12/22/1863,Norwich,,27,Farmer,,Colored,,,,false,false,,1,11,
Myers,Richard,,29,B.,Virginia,11/24/1863,Bridgeport,,19,Packer,,Black,,,,false,false,,1,11,
Nichols,Samuel,,30,F.,"Shelbyville, Kentucky",3/28/1864,New Haven,Chester,22,Laborer,,Black,,,,false,false,,2,1,
Namon,Chauncey,,29,,Connecticut,12/24/1864,Hartford,Southington,18,Laborer,Unmarried,Black,,,,false,false,,2,1,
Nash,Andrew,,29,C.,"Redding, Connecticut",12/14/1863,Bridgeport,,42,Driver,Married,Black,,,,true,false,,2,1,
Nash,Cornelius,,29,B.,"Redding, Connecticut",12/1/1863,Bridgeport,,37,Hatter,,Black,,,,true,false,,2,1,
Nash,Henry,,29,C.,"New Hartford, Connecticut",12/7/1863,Hartford,Farmington,44,Stone Mason,Unmarried,Black,,,,true,false,,2,1,
Nellis,Jerome,B.,29,K.,"Montgomery, New York",1/9/1864,Hartford,Hartford,26,Laborer,Married,Black,,,,true,false,,2,1,
Nellis,William,,29,B.,"Gettysburg, Pennsylvania",12/4/1863,Bridgeport,Bridgeport,21,Farmer,,Black,,,,false,false,,2,1,
Nelson,Theodore,,29,E.,"Baltimore, Maryland",12/18/1863,Bridgeport,,21,Laborer,Single,Black,,,,false,false,,2,1,
Newcomb,Winfield,Scott,31,,Canada,12/1/1864,Hartford,Andover,19,Hostler,,Black,,,,false,true,Lander E. Perkins of Andover,2,1,
Newman,Josh,,29,A.,Virginia,2/23/1864,Bridgeport,,21,Waiter,Single,Black,,,,false,false,,2,1,
Newport,Daniel,,29,B.,East India,8/31/1864,Hartford,,26,Laborer,,Black,,,,false,true,Andrew Hull of Burlington,2,1,
Newport,William,,29,H.,"Sodus, New York",1/2/1864,Hartford,Vernon,25,Farmer,Married,Black,,,,true,false,,2,1,
Newport,Fitzhenry,,29,,"Hardwick, Massachusetts",12/21/1863,Norwich,,26,Farmer,,Colored,,,,false,false,,2,1,
Newman,Richard,,30,D.,"Loudoun County, Virginia",2/15/1864,Hartford,Ellington,44,Waiter,Unmarried,Black,,,,false,false,,2,1,
Newton,Alexander,H.,29,E.,North Carolina,12/18/1863,New Haven,New Haven,26,Mason,,Black,,,,true,false,,2,1,
Nichols,Aaron,,29,I.,"Greenfield, Connecticut",1/4/1864,Bridgeport,,25,Farmer,Married,Black,,,,false,false,,2,1,
Nichols,Burr,,29,F.,"Greenfield, Connecticut",12/19/1863,Bridgeport,,28,Laborer,Single,Black,,,,false,false,,2,1,
Nichols,Ezra,L.,29,,Connecticut,8/16/1864,Bridgeport,,19,Laborer,,Black,,,,true,true,J.F. Scheger of New Milford,2,1,
Nichols,Isaac,A.,29,B.,"Easton, Connecticut",12/7/1863,New Haven,Easton,19,Farmer,Unmarried,Black,,,,true,false,,2,1,
Nichols,John,,29,B.,"Oneida, New York",12/3/1863,Norwich,,37,Farmer,,Colored,,,,false,false,,2,1,
Nichols,Michael,,29,I.,"Greenfield, Connecticut",1/4/1864,Bridgeport,,33,Laborer,Married,Colored,,,,false,false,,2,1,
Nicholas,William,,30,B.,Missouri,2/22/1864,New Haven,Seymour,20,Laborer,,Black,,,,false,false,,2,1,
Ockery,Albert,W.,30,B.,"New Haven, Connecticut",1/14/1864,Hartford,Burlington,21,Waiter,Unmarried,Black,,,,true,false,,2,1,
Odell,George,W.,29,E.,"Florida, New York",12/22/1863,Norwich,,21,Farmer,,Colored,,,,false,false,,2,1,
Odell,Daniel,,29,B.,"Harrison, New York",12/8/1863,New Haven,Stafford,19,Farmer,Unmarried,Black,,,,false,false,,2,1,
Odell,William,M.,29,B.,"Harrison, New York",12/8/1863,New Haven,Stafford,25,Farmer,Unmarried,Black,,,,false,false,,2,1,
Oliver,Joshua,,29,C.,"Hartford, Connecticut",12/15/1863,Hartford,Wethersfield,21,Laborer,Unmarried,Black,,,,false,false,,2,1,
Oliver,Daniel,W.,30,G.,"Middletown, Connecticut",2/29/1864,New Haven,Middletown,23,Waiter,,Black,,,,true,false,,2,1,
Ogden,Albert,S.,29,A.,"Frankford, New Jersey",11/13/1863,New Haven,New Haven,25,Farmer,,Black,,,,true,false,,2,1,
Okey,George,,29,C.,Delaware,12/12/1863,New Haven,Old Saybrook,22,Farmer,,Black,,,,false,false,,2,1,
Olston,Thomas,,30,D.,"Georgetown, Virginia",2/15/1864,Hartford,Vernon,23,,Unmarried,Black,,,,false,false,,2,1,
Osborn,George,W.,30,C.,"Woodbury, Connecticut",1/19/1864,Hartford,Farmington,43,Farmer,Unmarried,Black,,,,true,false,,2,1,
Osborn,Matthew,H.,29,A.,"New Haven, Connecticut",12/24/1863,New Haven,,22,Laborer,,Black,,,,true,false,,2,1,
Orton,Albert,,29,,Washington,9/8/1864,New Haven,,19,Laborer,,Black,,,,false,false,,2,1,
Ostis,Raymond,,29,,South America,1/9/1864,New Haven,Groton,26,Laborer,,Black,,,,false,false,,2,1,
Overton,Charles,,29,,North Carolina,2/28/1865,Bridgeport,,20,Waiter,Single,Black,,,,true,false,,2,1,
Park,Joseph,,29,,South America,8/18/1864,Bridgeport,,24,Sailor,,Dark,,,,false,true,Lemuel Demming of Canaan,2,2,
Parker,Eustice,,29,C.,North Carolina,12/15/1863,Hartford,,25,Laborer,Unmarried,Black,,,,false,false,,2,2,
Parker,Hannibal,,29,K.,"New Brunswick, New Jersey",12/31/1863,Bridgeport,,21,Laborer,Single,Black,,,,true,false,,2,2,
Parker,Henry,,29,I.,"Philadelphia, Pennsylvania",12/31/1863,Bridgeport,,35,Laborer,Married,Black,,,,false,false,,2,2,
Parker,Henry,,29,E.,"Indianapolis, Indiana",12/18/1863,New Haven,Chester,20,Farmer,,Black,,,,false,false,,2,2,
Parker,Levi,,30,D.,"Berkley County, Virginia",2/9/1864,New Haven,New Haven,26,Cook,,Black,,,,false,false,,2,2,
Parker,Nelson,,29,,West Indies,11/1/1864,Hartford,East Windsor,25,Sugar Maker,Unmarried,Brown,,,,false,false,,2,2,
Parker,William,H.,29,K.,"Camden, New Jersey",1/2/1864,New Haven,,41,Stevedore,,Black,,,,false,false,,2,2,
Parkiss,John,,29,,Connecticut,12/22/1864,Hartford,New Britain,19,Turner,Unmarried,Black,,,,false,false,,2,2,
Parkus,Simon,,30,C.,"Norwich, Connecticut",1/18/1864,Norwich,,22,Farmer,,Colored,,,,true,false,,2,2,
Paterson,William,W.,29,,"Nassau, West Indies",10/27/1864,Hartford,Canton,23,Sailor,,Brown,,,,true,false,,2,2,
Patten,Ammon,,29,,Connecticut,8/18/1864,Hartford,,18,Farmer,,Black,,,,false,true,Franklin E. Darrow of Bristol,2,2,
Patrick,Dawson,,30,,"New Windsor, Maryland",3/9/1864,New Haven,Old Saybrook,22,Sailor,,Black,,,,false,false,,2,2,
Patten,Zadock,,29,F.,"Dover, Delaware",2/29/1864,Hartford,Vernon,28,Farmer,Married,Black,,,,true,false,,2,2,
Pane,Charles,,29,G.,"Little York, Pennsylvania",12/26/1863,Hartford,Enfield,23,Laborer,,Black,,,,false,false,,2,2,
Palmer,Bethuel,,30,D.,New York,2/5/1864,Bridgeport,,49,Carman,Married,Black,,,,false,false,,2,2,
Palmer,Henry,,29,,Canada,3/15/1864,Norwich,,21,Farmer,,Colored,,,,false,false,,2,2,
Painter,James,,29,,South Carolina,8/19/1864,Bridgeport,,21,Laborer,Married,Black,,,,false,false,,2,2,
Paine,Lewis,,30,D.,"Norfolk, Virginia",2/1/1864,Hartford,Hartford,19,Hostler,Unmarried,Black,,,,false,false,,2,2,
Patterson,Lawson,,30,F.,"Jamaica, West Indies",3/19/1864,Hartford,Bolton,24,Seaman,Unmarried,Black,,,,true,false,,2,2,
Paul,Thomas,H.,29,E.,"Red Hook, New York",12/15/1863,Hartford,Hartford,43,Jobber,Married,Black,,,,true,false,,2,2,
Payne,Alfred,,30,B.,"Hempstead, New York",1/9/1864,New London,Montville,27,Carman,,Dark,,,,true,false,,2,2,
Payne,Charles,,29,E.,"Long Island, New York",12/23/1863,New Haven,,41,Barber,,Black,,,,true,false,,2,2,
Payne,Enos,,29,,"Newberg, New Jersey",9/12/1864,New Haven,,27,Barber,,Black,,,,true,false,,2,2,
Payne,James,A.,29,G.,"Culpepper County, Virginia",12/7/1863,New Haven,,21,Waiter,Not Married,Black,,,,true,false,,2,2,
Payne,Juluis,,30,C.,"Meade County, Kentucky",4/11/1864,New Haven,,20,Farmer,,Black,,,,false,false,,2,2,
Pease,Henry,B.,29,G.,"Newtown, Connecticut",12/22/1863,Bridgeport,,21,Laborer,Single,Black,,,,true,false,,2,2,
Peck,Daniel,A.,29,H.,"New Haven, Connecticut",12/13/1863,New Haven,New Haven,22,Waiter,,Black,,,,true,false,,2,2,
Peckham,Albert,A.,30,B.,"Norwich, Connecticut",1/6/1864,New London,,18,Farmer,,Dark,,,,false,false,,2,2,
Pedro,Milo,,29,E.,"Sharon, Connecticut",12/1/1863,Bridgeport,,21,Farmer,,Black,,,,false,false,,2,2,
Pener,Antonia,,31,,Rio Grand,10/27/1864,New Haven,,26,Sailor,,Black,,,,false,true,Edward M. Caufield,2,2,
Percy,Alfred,S.,29,,Connecticut,1/14/1865,Hartford,Hartford,25,Hostler,Married,Black,,,,false,false,,2,2,
Percy,Charles,,29,C.,"East Granby, Connecticut",12/14/1863,East Granby,East Granby,18,Laborer,,Colored,,,,false,false,,2,2,
Percy,Earl,D.,29,C.,"Granby, Connecticut",12/1/1863,Hartford,Suffield,23,Farmer,Married,Black,,,,false,false,,2,2,
Perez,Elias,,30,,"Trindad de, Cuba",3/12/1864,Hartford,Vernon,39,Shoe Maker,Unmarried,Black,,,,false,false,,2,2,
Perry,John,,29,B.,Maryland,2/14/1864,Bridgeport,,21,Laborer,Single,Black,,,,false,false,,2,2,
Percy,William,,29,G.,"Granby, Connecticut",12/28/1863,Hartford,New Hartford,40,Farmer,Married,Black,,,,false,false,,2,2,
